polcod,polvar,polval,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam,wh_id_tmpl
USR,AUTO-DISPATCH-CLOSED-INB-TRAILER,AUTO-DESP-TIME,0,,,0,60,0,0,,,USR-WOW,----
