opt_nam,opt_typ,pmsn_mask,ena_flg,exec_nam,exec_parm,btn_img_id,ath_grp_nam,addon_id,grp_nam
mnuoptuc_list_inv_for_next_hop_loc,A,-1,1,ddamgtopr,dda_id=uc_list_inv_for_next_hop_loc,,,"",
