arecod,stos,stoe,wh_id,locsts,velzon,wrkzon,aisle_id,bastrv,trvord
CWB,AL14053,AL14091,SGDC,E,B,HWZ,,3700000,asc
CWB,AL15053,AL15091,SGDC,E,B,HWZ,,3700000,asc
CWB,AL16053,AL16091,SGDC,E,B,HWZ,,3700000,asc
CWB,AL17053,AL17091,SGDC,E,B,HWZ,,3700000,asc
CWB,AL18053,AL18091,SGDC,E,B,HWZ,,3700000,asc
CWB,AL19053,AL19091,SGDC,E,B,HWZ,,3700000,asc
VS,AM01001,AM01065,SGDC,E,B,LWZ,,3900000,asc
VS,AM02001,AM02065,SGDC,E,B,LWZ,,3900000,asc
VS,AM03001,AM03065,SGDC,E,B,LWZ,,3900000,asc
VS,AM04001,AM04065,SGDC,E,B,LWZ,,3900000,asc
VS,AM05001,AM05065,SGDC,E,B,LWZ,,3900000,asc
VS,AM06001,AM06065,SGDC,E,B,HWZ,,3900000,asc
VS,AM07001,AM07065,SGDC,E,B,HWZ,,3900000,asc
VS,AM08001,AM08065,SGDC,E,B,HWZ,,3900000,asc
VS,AM09001,AM09065,SGDC,E,B,HWZ,,3900000,asc
VS,AM10001,AM10065,SGDC,E,B,HWZ,,3900000,asc
VS,AM11001,AM11065,SGDC,E,B,HWZ,,3900000,asc
VS,AM12001,AM12065,SGDC,E,B,HWZ,,3900000,asc
VS,AM13001,AM13065,SGDC,E,B,HWZ,,3900000,asc
VS,AM14001,AM14065,SGDC,E,B,HWZ,,3900000,asc
VS,AM15001,AM15065,SGDC,E,B,HWZ,,3900000,asc
VS,AM16001,AM16065,SGDC,E,B,HWZ,,3900000,asc
VS,AM17001,AM17065,SGDC,E,B,HWZ,,3900000,asc
VS,AM18001,AM18065,SGDC,E,B,HWZ,,3900000,asc
VS,AM19001,AM19065,SGDC,E,B,HWZ,,3900000,asc
CTR,AM01066,AM01078,SGDC,E,B,LWZ,,3900000,asc
CTR,AM02066,AM02078,SGDC,E,B,LWZ,,3900000,asc
CTR,AM03066,AM03078,SGDC,E,B,LWZ,,3900000,asc
CTR,AM04066,AM04078,SGDC,E,B,LWZ,,3900000,asc
CTR,AM05066,AM05078,SGDC,E,B,LWZ,,3900000,asc
CTR,AM06066,AM06078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM07066,AM07078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM08066,AM08078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM09066,AM09078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM10066,AM10078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM11066,AM11078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM12066,AM12078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM13066,AM13078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM14066,AM14078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM15066,AM15078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM16066,AM16078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM17066,AM17078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM18066,AM18078,SGDC,E,B,HWZ,,3900000,asc
CTR,AM19066,AM19078,SGDC,E,B,HWZ,,3900000,asc
GV,AM01079,AM01091,SGDC,E,B,LWZ,,3900000,asc
GV,AM02079,AM02091,SGDC,E,B,LWZ,,3900000,asc
GV,AM03079,AM03091,SGDC,E,B,LWZ,,3900000,asc
GV,AM04079,AM04091,SGDC,E,B,LWZ,,3900000,asc
GV,AM05079,AM05091,SGDC,E,B,LWZ,,3900000,asc
GV,AM06079,AM06091,SGDC,E,B,HWZ,,3900000,asc
GV,AM07079,AM07091,SGDC,E,B,HWZ,,3900000,asc
GV,AM08079,AM08091,SGDC,E,B,HWZ,,3900000,asc
GV,AM09079,AM09091,SGDC,E,B,HWZ,,3900000,asc
GV,AM10079,AM10091,SGDC,E,B,HWZ,,3900000,asc
GV,AM11079,AM11091,SGDC,E,B,HWZ,,3900000,asc
GV,AM12079,AM12091,SGDC,E,B,HWZ,,3900000,asc
GV,AM13079,AM13091,SGDC,E,B,HWZ,,3900000,asc
GV,AM14079,AM14091,SGDC,E,B,HWZ,,3900000,asc
GV,AM15079,AM15091,SGDC,E,B,HWZ,,3900000,asc
GV,AM16079,AM16091,SGDC,E,B,HWZ,,3900000,asc
GV,AM17079,AM17091,SGDC,E,B,HWZ,,3900000,asc
GV,AM18079,AM18091,SGDC,E,B,HWZ,,3900000,asc
GV,AM19079,AM19091,SGDC,E,B,HWZ,,3900000,asc
VS,AN01001,AN01036,SGDC,E,B,LWZ,,3900000,asc
VS,AN02001,AN02036,SGDC,E,B,LWZ,,3900000,asc
VS,AN03001,AN03036,SGDC,E,B,LWZ,,3900000,asc
GFT,AN01037,AN01042,SGDC,E,B,LWZ,,3900000,asc
GFT,AN02037,AN02042,SGDC,E,B,LWZ,,3900000,asc
GFT,AN03037,AN03042,SGDC,E,B,LWZ,,3900000,asc
VS,AN04001,AN04078,SGDC,E,B,HWZ,,3900000,asc
VS,AN05001,AN05078,SGDC,E,B,HWZ,,3900000,asc
VS,AN06001,AN06078,SGDC,E,B,HWZ,,3900000,asc
VS,AN07001,AN07078,SGDC,E,B,HWZ,,3900000,asc
VS,AN08001,AN08078,SGDC,E,B,HWZ,,3900000,asc
VS,AN09001,AN09078,SGDC,E,B,HWZ,,3900000,asc
VS,AN10001,AN10078,SGDC,E,B,HWZ,,3900000,asc
VS,AN11001,AN11078,SGDC,E,B,HWZ,,3900000,asc
VS,AN12001,AN12078,SGDC,E,B,HWZ,,3900000,asc
VS,AN13001,AN13078,SGDC,E,B,HWZ,,3900000,asc
VS,AN14001,AN14078,SGDC,E,B,HWZ,,3900000,asc
VS,AN15001,AN15078,SGDC,E,B,HWZ,,3900000,asc
VS,AN16001,AN16078,SGDC,E,B,HWZ,,3900000,asc
GFT,AN04079,AN04091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN05079,AN05091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN06079,AN06091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN07079,AN07091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN08079,AN08091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN09079,AN09091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN10079,AN10091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN11079,AN11091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN12079,AN12091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN13079,AN13091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN14079,AN14091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN15079,AN15091,SGDC,E,B,HWZ,,3900000,asc
GFT,AN16079,AN16091,SGDC,E,B,HWZ,,3900000,asc
DPSG,AO01001,AO01024,SGDC,E,B,LWZ,,4100000,asc
DPSG,AO02001,AO02024,SGDC,E,B,LWZ,,4100000,asc
DPSG,AO03001,AO03024,SGDC,E,B,LWZ,,4100000,asc
PKGS,AO01025,AO01042,SGDC,E,B,LWZ,,4100000,asc
PKGS,AO02025,AO02042,SGDC,E,B,LWZ,,4100000,asc
PKGS,AO03025,AO03042,SGDC,E,B,LWZ,,4100000,asc
DPSG,AO04001,AO04052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO05001,AO05052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO06001,AO06052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO07001,AO07052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO08001,AO08052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO09001,AO09052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO10001,AO10052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO11001,AO11052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO12001,AO12052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO13001,AO13052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO14001,AO14052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO15001,AO15052,SGDC,E,B,HWZ,,4100000,asc
DPSG,AO16001,AO16052,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO04053,AO04091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO05053,AO05091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO06053,AO06091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO07053,AO07091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO08053,AO08091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO09053,AO09091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO10053,AO10091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO11053,AO11091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO12053,AO12091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO13053,AO13091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO14053,AO14091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO15053,AO15091,SGDC,E,B,HWZ,,4100000,asc
PKGS,AO16053,AO16091,SGDC,E,B,HWZ,,4100000,asc
