adr_id,client_id,host_ext_id,adrnam,adrtyp,adrln1,adrln2,adrln3,adrcty,adrstc,adrpsz,ctry_name,rgncod,phnnum,faxnum,attn_name,attn_tel,cont_name,cont_tel,cont_title,rsaflg,temp_flg,po_box_flg,last_name,first_name,honorific,usr_dsp,adr_district,web_adr,email_adr,pagnum,locale_id,pool_flg,pool_rate_serv_nam,ship_phnnum,ship_faxnum,ship_web_adr,ship_email_adr,ship_cont_name,ship_cont_title,ship_cont_tel,ship_attn_name,ship_attn_phnnum,tim_zon_cd,rqst_state_cod,grp_nam,latitude,longitude,gln,cstms_site_typ,cstms_tx_site
generatedValue,----,Greenwich,Greenwich,BLDG,25 Greenwich Drive,,,SINGAPORE,,,SGP,,,,,,,,,0,0,0,,,,,,,,,US_ENGLISH,0,,,,,,,,,,,,ACCEPTED,,,,,,
