arecod,wh_id,tblnme,column_name,srtseq,mod_usr_id,moddte,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
HFRA,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
HFRA,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
HFRA,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GNRC,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
GFT,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PKGS,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
FC,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSG,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
PRSGR,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
CIGARA,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
TOBR,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
WINR,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
LQRR,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,prtnum,1,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,prt_client_id,2,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,lotnum,3,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,invsts,4,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,untcas,5,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,ftpcod,6,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,inv_attr_str1,7,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,revlvl,8,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,untpak,9,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
SOUV,SGDC,invdtl,orgcod,10,SAMNI,sysdate,sysdate,sysdate,SAMNI,SAMNI
