var_nam,frm_id,ena_flg,ctrl_typ,ctrl_tag,par_ctrl,par_ctrl_idx,tab_idx,ctrl_wid,ctrl_hgt,own_table,grp_nam
vc_maxqty_for_loc,prtmstmnt,1,,,mcslayCustomFields,0,1,,,PRTMST,dfs_data
