prtnum,stoloc,ship_to_loc,maxunt,minunt,invsts,mod_usr_id
34651646,J01065,,100,10,AFS,SAMNI
34651653,I01075,,100,10,AFS,SAMNI
34794271,K01068,,100,10,AFS,SAMNI
34804443,O01100,,100,10,AFS,SAMNI
34828921,K01061,,100,10,AFS,SAMNI
34849851,D01058,,100,10,AFS,SAMNI
34850164,H01002,1396,100,10,AFS,SAMNI
34855213,K01008,1396,100,10,AFS,SAMNI
34929455,L01033,1396,100,10,AFS,SAMNI
34929455,O02106,1506,100,10,AFS,SAMNI
34929539,D01039,1506,100,10,AFS,SAMNI
34932871,N01085,,100,10,AFS,SAMNI
34938555,H01006,1396,100,10,AFS,SAMNI
34949669,C01024,1506,100,10,AFS,SAMNI
35033430,N03068,,100,10,AFS,SAMNI
35091008,N02014,1396,100,10,AFS,SAMNI
35092584,H01058,,100,10,AFS,SAMNI
35094028,N03071,,100,10,AFS,SAMNI
35105428,M03086,,100,10,AFS,SAMNI
35105428,M02063,,100,10,AFS,SAMNI
35107135,E01060,,100,10,AFS,SAMNI
35119551,J01008,1396,100,10,AFS,SAMNI
35119999,N02080,,100,10,AFS,SAMNI
35222744,I01029,,100,10,AFS,SAMNI
35249846,H01079,,100,10,AFS,SAMNI
35249853,J01062,,100,10,AFS,SAMNI
35263938,M02048,1396,100,10,AFS,SAMNI
35263938,P01068,1506,100,10,AFS,SAMNI
35274315,F01035,1506,100,10,AFS,SAMNI
35274315,N02046,1396,100,10,AFS,SAMNI
35353150,O01004,1396,100,10,AFS,SAMNI
35471473,H01072,,100,10,AFS,SAMNI
35563360,H01052,,100,10,AFS,SAMNI
35631332,O01011,1396,100,10,AFS,SAMNI
35631332,O01113,1506,100,10,AFS,SAMNI
3563944,A01024,1506,100,10,AFS,SAMNI
3563944,C01002,1396,100,10,AFS,SAMNI
35646199,P01073,1506,100,10,AFS,SAMNI
35646199,M01050,1396,100,10,AFS,SAMNI
35667625,M01025,1396,100,10,AFS,SAMNI
35667625,O01118,1506,100,10,AFS,SAMNI
35670934,H01064,,100,10,AFS,SAMNI
35718436,O01010,1396,100,10,AFS,SAMNI
35735752,D01030,1506,100,10,AFS,SAMNI
35735752,F01001,1396,100,10,AFS,SAMNI
35778984,M01068,,100,10,AFS,SAMNI
35792571,O01098,,100,10,AFS,SAMNI
35792597,O03067,,100,10,AFS,SAMNI
35796770,J01072,,100,10,AFS,SAMNI
35814755,J01002,1396,100,10,AFS,SAMNI
35814755,F01034,1506,100,10,AFS,SAMNI
35817170,D01023,1506,100,10,AFS,SAMNI
35817170,H01015,1396,100,10,AFS,SAMNI
35841626,M01075,,100,10,AFS,SAMNI
35867423,E01002,1396,100,10,AFS,SAMNI
35901289,N02024,1396,100,10,AFS,SAMNI
35915461,G01004,1396,100,10,AFS,SAMNI
35915859,M01017,1396,100,10,AFS,SAMNI
35916048,J01038,1396,100,10,AFS,SAMNI
35916048,E01024,1506,100,10,AFS,SAMNI
35919497,N03079,,100,10,AFS,SAMNI
35925262,F01017,1506,100,10,AFS,SAMNI
35925262,M01026,1396,100,10,AFS,SAMNI
35972397,N02021,1396,100,10,AFS,SAMNI
36110385,H01054,,100,10,AFS,SAMNI
36110401,F01067,,100,10,AFS,SAMNI
36110559,G01041,,100,10,AFS,SAMNI
36110625,G01056,,100,10,AFS,SAMNI
36140911,O01017,1396,100,10,AFS,SAMNI
36168987,N02011,1396,100,10,AFS,SAMNI
36168987,P02059,1506,100,10,AFS,SAMNI
36243921,M02094,,100,10,AFS,SAMNI
36244051,O01073,,100,10,AFS,SAMNI
36254753,O03104,1506,100,10,AFS,SAMNI
36359578,L01043,,100,10,AFS,SAMNI
36360048,L01044,,100,10,AFS,SAMNI
36389492,M01043,1396,100,10,AFS,SAMNI
36390755,E01027,1506,100,10,AFS,SAMNI
36390755,J01033,1396,100,10,AFS,SAMNI
36390789,I01020,1396,100,10,AFS,SAMNI
36390789,D01026,1506,100,10,AFS,SAMNI
36422160,F01024,1506,100,10,AFS,SAMNI
36422160,K01018,1396,100,10,AFS,SAMNI
36424240,H01007,1396,100,10,AFS,SAMNI
36424240,D01035,1506,100,10,AFS,SAMNI
36424257,O01104,1506,100,10,AFS,SAMNI
36424257,L01025,1396,100,10,AFS,SAMNI
36446771,N01012,1396,100,10,AFS,SAMNI
36463834,K01014,1396,100,10,AFS,SAMNI
36463834,F01029,1506,100,10,AFS,SAMNI
36466126,N02120,,100,10,AFS,SAMNI
36466159,L01069,,100,10,AFS,SAMNI
36484806,M02036,1396,100,10,AFS,SAMNI
36546752,G01037,1506,100,10,AFS,SAMNI
36546752,J01042,,100,10,AFS,SAMNI
36562346,E01021,1506,100,10,AFS,SAMNI
36562346,G01005,1396,100,10,AFS,SAMNI
36608222,N02045,1396,100,10,AFS,SAMNI
36608230,N01036,1396,100,10,AFS,SAMNI
36632438,N01010,1396,100,10,AFS,SAMNI
36639482,J01005,1396,100,10,AFS,SAMNI
36639482,B01029,1506,100,10,AFS,SAMNI
36663649,O02113,1506,100,10,AFS,SAMNI
36686319,L01074,,100,10,AFS,SAMNI
36688158,F01023,1506,100,10,AFS,SAMNI
36688158,F01003,1396,100,10,AFS,SAMNI
36744696,P01058,1506,100,10,AFS,SAMNI
36744696,O02012,1396,100,10,AFS,SAMNI
36755494,E01055,1506,100,10,AFS,SAMNI
36758183,E01020,1506,100,10,AFS,SAMNI
36758183,G01003,1396,100,10,AFS,SAMNI
36778645,H01026,1506,100,10,AFS,SAMNI
36778645,J01041,,100,10,AFS,SAMNI
36778702,M01090,,100,10,AFS,SAMNI
36778777,J01047,,100,10,AFS,SAMNI
36779064,N01087,,100,10,AFS,SAMNI
36782647,I01071,,100,10,AFS,SAMNI
36783058,H01017,1396,100,10,AFS,SAMNI
36800563,O01062,,100,10,AFS,SAMNI
36801983,L01028,1396,100,10,AFS,SAMNI
36801983,E01025,1506,100,10,AFS,SAMNI
36808202,I01073,,100,10,AFS,SAMNI
36882272,H01080,,100,10,AFS,SAMNI
36894608,N01067,,100,10,AFS,SAMNI
36895761,M03078,,100,10,AFS,SAMNI
36909356,M02061,,100,10,AFS,SAMNI
36909745,N01069,,100,10,AFS,SAMNI
36909877,N01068,,100,10,AFS,SAMNI
36910578,N01101,,100,10,AFS,SAMNI
36910578,P02096,1506,100,10,AFS,SAMNI
36911543,M03076,,100,10,AFS,SAMNI
36912046,M03075,,100,10,AFS,SAMNI
36923522,N01070,,100,10,AFS,SAMNI
36924090,N02084,,100,10,AFS,SAMNI
36924116,L01055,,100,10,AFS,SAMNI
36924140,M03079,,100,10,AFS,SAMNI
36946531,N03083,,100,10,AFS,SAMNI
36947786,N03084,,100,10,AFS,SAMNI
36947943,N03085,,100,10,AFS,SAMNI
36948370,N03106,,100,10,AFS,SAMNI
36954055,N03108,,100,10,AFS,SAMNI
36954667,N02095,,100,10,AFS,SAMNI
36955516,N03107,,100,10,AFS,SAMNI
36981173,F01027,1506,100,10,AFS,SAMNI
37008588,N01113,,100,10,AFS,SAMNI
37008638,L01075,,100,10,AFS,SAMNI
37008638,G01030,1506,100,10,AFS,SAMNI
37009073,N01098,,100,10,AFS,SAMNI
37009271,N03105,,100,10,AFS,SAMNI
37013828,N01108,,100,10,AFS,SAMNI
37030152,K01035,1396,100,10,AFS,SAMNI
37060548,M01079,,100,10,AFS,SAMNI
37081288,H01067,,100,10,AFS,SAMNI
37081320,G01048,,100,10,AFS,SAMNI
37091659,F01011,1396,100,10,AFS,SAMNI
37091659,D01027,1506,100,10,AFS,SAMNI
37091667,F01038,1506,100,10,AFS,SAMNI
37091667,N02026,1396,100,10,AFS,SAMNI
37099512,K01046,,100,10,AFS,SAMNI
37108677,D01050,,100,10,AFS,SAMNI
37165974,P01063,1506,100,10,AFS,SAMNI
37166824,O02116,1506,100,10,AFS,SAMNI
37168978,E01048,1506,100,10,AFS,SAMNI
37174901,M01082,,100,10,AFS,SAMNI
37176989,M01070,,100,10,AFS,SAMNI
37180254,D01032,1506,100,10,AFS,SAMNI
37180254,L01029,1396,100,10,AFS,SAMNI
37189164,N02091,,100,10,AFS,SAMNI
37189198,M03090,,100,10,AFS,SAMNI
37189339,N03074,,100,10,AFS,SAMNI
37189362,N03075,,100,10,AFS,SAMNI
37190196,M01058,,100,10,AFS,SAMNI
37221520,G01043,,100,10,AFS,SAMNI
37233897,P01099,1506,100,10,AFS,SAMNI
37233897,O03075,,100,10,AFS,SAMNI
37233939,K01079,,100,10,AFS,SAMNI
37233939,G01038,1506,100,10,AFS,SAMNI
37234846,M02086,,100,10,AFS,SAMNI
37250180,O01054,1396,100,10,AFS,SAMNI
37251345,O03109,1506,100,10,AFS,SAMNI
37260809,O03108,1506,100,10,AFS,SAMNI
37261609,O03112,1506,100,10,AFS,SAMNI
37261658,O03113,1506,100,10,AFS,SAMNI
37270196,E01026,1506,100,10,AFS,SAMNI
37270196,M02005,1396,100,10,AFS,SAMNI
37272796,M02032,1396,100,10,AFS,SAMNI
37272796,O02104,1506,100,10,AFS,SAMNI
37283751,M01012,1396,100,10,AFS,SAMNI
37294428,P01077,1506,100,10,AFS,SAMNI
37294774,N02074,,100,10,AFS,SAMNI
37301702,M01057,,100,10,AFS,SAMNI
37304458,L01077,,100,10,AFS,SAMNI
37304458,G01031,1506,100,10,AFS,SAMNI
37304805,E01030,1506,100,10,AFS,SAMNI
37304805,K01027,1396,100,10,AFS,SAMNI
37304813,O01117,1506,100,10,AFS,SAMNI
37312402,N03115,,100,10,AFS,SAMNI
37354735,M01061,,100,10,AFS,SAMNI
37364221,H01057,,100,10,AFS,SAMNI
37375466,O01018,1396,100,10,AFS,SAMNI
37399359,O01084,,100,10,AFS,SAMNI
37408846,O03063,,100,10,AFS,SAMNI
37416690,O03064,,100,10,AFS,SAMNI
37416963,O03065,,100,10,AFS,SAMNI
37417003,O02080,,100,10,AFS,SAMNI
37425725,L01048,,100,10,AFS,SAMNI
37425964,N02090,,100,10,AFS,SAMNI
37426103,N02100,,100,10,AFS,SAMNI
37443751,M01005,1396,100,10,AFS,SAMNI
37443751,P01065,1506,100,10,AFS,SAMNI
37451812,C01014,1396,100,10,AFS,SAMNI
37451895,E01007,1396,100,10,AFS,SAMNI
37460326,F01043,1506,100,10,AFS,SAMNI
37460326,M01048,1396,100,10,AFS,SAMNI
37496742,M01083,,100,10,AFS,SAMNI
37502549,L01036,1396,100,10,AFS,SAMNI
37502580,D01038,1506,100,10,AFS,SAMNI
37502580,M02008,1396,100,10,AFS,SAMNI
37502606,N01027,1396,100,10,AFS,SAMNI
37502606,E01035,1506,100,10,AFS,SAMNI
37504552,N01061,,100,10,AFS,SAMNI
37511805,L01050,,100,10,AFS,SAMNI
37511805,H01023,1506,100,10,AFS,SAMNI
37528114,N02112,,100,10,AFS,SAMNI
37532363,O02011,1396,100,10,AFS,SAMNI
37532702,O02010,1396,100,10,AFS,SAMNI
37532942,N02048,1396,100,10,AFS,SAMNI
37562519,K01080,,100,10,AFS,SAMNI
37566783,P02089,1506,100,10,AFS,SAMNI
37566783,M03062,,100,10,AFS,SAMNI
37567393,N02079,,100,10,AFS,SAMNI
37567773,O01090,,100,10,AFS,SAMNI
37574308,N01096,,100,10,AFS,SAMNI
37574308,H01032,1506,100,10,AFS,SAMNI
37589702,N01019,1396,100,10,AFS,SAMNI
37589702,P02078,1506,100,10,AFS,SAMNI
37589736,O01022,1396,100,10,AFS,SAMNI
37589751,O01053,1396,100,10,AFS,SAMNI
37597259,N02027,1396,100,10,AFS,SAMNI
37695095,N01014,1396,100,10,AFS,SAMNI
37695095,P01061,1506,100,10,AFS,SAMNI
37695632,N01118,,100,10,AFS,SAMNI
37695665,N01094,,100,10,AFS,SAMNI
37695707,M02054,,100,10,AFS,SAMNI
37709508,A01035,1506,100,10,AFS,SAMNI
37756558,N03093,,100,10,AFS,SAMNI
37769676,M03085,,100,10,AFS,SAMNI
37771870,N03095,,100,10,AFS,SAMNI
37772555,N03094,,100,10,AFS,SAMNI
37782257,N03103,,100,10,AFS,SAMNI
37786472,P02095,1506,100,10,AFS,SAMNI
37786472,L01047,,100,10,AFS,SAMNI
37787298,P02071,1506,100,10,AFS,SAMNI
37793452,M02072,,100,10,AFS,SAMNI
37796208,M01044,1396,100,10,AFS,SAMNI
37796240,N01045,1396,100,10,AFS,SAMNI
37796323,M02041,1396,100,10,AFS,SAMNI
37796398,N01059,1396,100,10,AFS,SAMNI
37796406,O01001,1396,100,10,AFS,SAMNI
37818069,M01001,1396,100,10,AFS,SAMNI
37822731,J01081,,100,10,AFS,SAMNI
37829322,N02066,,100,10,AFS,SAMNI
37858065,N03082,,100,10,AFS,SAMNI
37865896,I01057,,100,10,AFS,SAMNI
37866100,I01047,,100,10,AFS,SAMNI
37867744,H01048,,100,10,AFS,SAMNI
37881299,M02085,,100,10,AFS,SAMNI
37881869,M03057,,100,10,AFS,SAMNI
37891553,N03067,,100,10,AFS,SAMNI
37894714,I01053,,100,10,AFS,SAMNI
37904067,O02110,1506,100,10,AFS,SAMNI
37923695,K01003,1396,100,10,AFS,SAMNI
37938735,N03110,,100,10,AFS,SAMNI
37938859,N03111,,100,10,AFS,SAMNI
37946977,P02065,1506,100,10,AFS,SAMNI
37946977,N01056,1396,100,10,AFS,SAMNI
37984044,J01049,,100,10,AFS,SAMNI
38007530,N03080,,100,10,AFS,SAMNI
38019352,O02013,1396,100,10,AFS,SAMNI
38050555,P01098,1506,100,10,AFS,SAMNI
38050555,K01054,,100,10,AFS,SAMNI
38051710,J01057,,100,10,AFS,SAMNI
38051850,N01099,,100,10,AFS,SAMNI
38095220,N01043,1396,100,10,AFS,SAMNI
38095220,P02072,1506,100,10,AFS,SAMNI
38136925,K01057,,100,10,AFS,SAMNI
38136966,M02069,,100,10,AFS,SAMNI
38138681,M01074,,100,10,AFS,SAMNI
38150819,P01060,1506,100,10,AFS,SAMNI
38150819,K01012,1396,100,10,AFS,SAMNI
38151841,I01041,,100,10,AFS,SAMNI
38152393,N01063,,100,10,AFS,SAMNI
38219648,J01063,,100,10,AFS,SAMNI
38219903,J01075,,100,10,AFS,SAMNI
38220109,J01076,,100,10,AFS,SAMNI
38237681,H01013,1396,100,10,AFS,SAMNI
38237681,F01025,1506,100,10,AFS,SAMNI
38238119,N01092,,100,10,AFS,SAMNI
38238119,L01051,,100,10,AFS,SAMNI
38238119,P02087,1506,100,10,AFS,SAMNI
38238465,O01069,,100,10,AFS,SAMNI
38238465,H01037,1506,100,10,AFS,SAMNI
38239125,M02080,,100,10,AFS,SAMNI
38246484,M02074,,100,10,AFS,SAMNI
38246484,H01024,1506,100,10,AFS,SAMNI
38248415,O01016,1396,100,10,AFS,SAMNI
38248647,M01036,1396,100,10,AFS,SAMNI
38251658,N01017,1396,100,10,AFS,SAMNI
38251658,E01059,1506,100,10,AFS,SAMNI
38262408,N03063,,100,10,AFS,SAMNI
38327870,G01071,,100,10,AFS,SAMNI
38353074,O02002,1396,100,10,AFS,SAMNI
38353140,O02008,1396,100,10,AFS,SAMNI
38353181,O02003,1396,100,10,AFS,SAMNI
38353579,N01003,1396,100,10,AFS,SAMNI
38353579,O02034,1396,100,10,AFS,SAMNI
38353595,O02004,1396,100,10,AFS,SAMNI
38353611,O02009,1396,100,10,AFS,SAMNI
38353629,O02005,1396,100,10,AFS,SAMNI
38353652,E01028,1506,100,10,AFS,SAMNI
38354080,O02006,1396,100,10,AFS,SAMNI
38354098,O02035,1396,100,10,AFS,SAMNI
38354114,O02007,1396,100,10,AFS,SAMNI
38354148,N02033,1396,100,10,AFS,SAMNI
38354155,O01059,1396,100,10,AFS,SAMNI
38354163,O01060,1396,100,10,AFS,SAMNI
38354189,N02058,1396,100,10,AFS,SAMNI
38354197,O02001,1396,100,10,AFS,SAMNI
38364337,I01065,,100,10,AFS,SAMNI
38409082,O01007,1396,100,10,AFS,SAMNI
38409082,O03103,1506,100,10,AFS,SAMNI
38409546,M01007,1396,100,10,AFS,SAMNI
38427605,O02069,,100,10,AFS,SAMNI
38436010,N02085,,100,10,AFS,SAMNI
38436085,N01054,1396,100,10,AFS,SAMNI
38464384,G01036,1506,100,10,AFS,SAMNI
38464384,I01034,,100,10,AFS,SAMNI
38508271,K01037,1396,100,10,AFS,SAMNI
38508271,O01120,1506,100,10,AFS,SAMNI
38508297,D01034,1506,100,10,AFS,SAMNI
38508297,M02037,1396,100,10,AFS,SAMNI
38508305,F01045,1506,100,10,AFS,SAMNI
38508305,L01016,1396,100,10,AFS,SAMNI
38508321,M01008,1396,100,10,AFS,SAMNI
38518858,A01007,1396,100,10,AFS,SAMNI
38557526,H01049,,100,10,AFS,SAMNI
38578191,G01068,,100,10,AFS,SAMNI
38582904,C01035,1506,100,10,AFS,SAMNI
38602181,A01023,1506,100,10,AFS,SAMNI
38602181,G01002,1396,100,10,AFS,SAMNI
38602389,O01068,,100,10,AFS,SAMNI
38605481,O01052,1396,100,10,AFS,SAMNI
38609855,H01044,,100,10,AFS,SAMNI
38631941,N03064,,100,10,AFS,SAMNI
38631966,N03117,,100,10,AFS,SAMNI
38639654,N03062,,100,10,AFS,SAMNI
38663696,M03092,,100,10,AFS,SAMNI
38663696,P02098,1506,100,10,AFS,SAMNI
38663712,N01077,,100,10,AFS,SAMNI
38663712,N03070,,100,10,AFS,SAMNI
38663720,M01062,,100,10,AFS,SAMNI
38666996,O02095,,100,10,AFS,SAMNI
38675203,I01050,,100,10,AFS,SAMNI
38676375,K01022,1396,100,10,AFS,SAMNI
38676375,E01043,1506,100,10,AFS,SAMNI
38690442,N02069,,100,10,AFS,SAMNI
38690459,M03077,,100,10,AFS,SAMNI
38695656,M02039,1396,100,10,AFS,SAMNI
38713038,O01013,1396,100,10,AFS,SAMNI
38713038,E01042,1506,100,10,AFS,SAMNI
38713087,O01108,1506,100,10,AFS,SAMNI
38713087,M02026,1396,100,10,AFS,SAMNI
38717203,L01032,1396,100,10,AFS,SAMNI
38719670,N02009,1396,100,10,AFS,SAMNI
38723789,J01085,,100,10,AFS,SAMNI
38723821,J01084,,100,10,AFS,SAMNI
38725461,K01013,1396,100,10,AFS,SAMNI
38729430,I01024,,100,10,AFS,SAMNI
38729430,K01041,,100,10,AFS,SAMNI
38735197,L01008,1396,100,10,AFS,SAMNI
38735197,O01112,1506,100,10,AFS,SAMNI
38735320,O02105,1506,100,10,AFS,SAMNI
38735320,M02024,1396,100,10,AFS,SAMNI
38736617,J01001,1396,100,10,AFS,SAMNI
38749743,F01055,,100,10,AFS,SAMNI
38754073,N01100,,100,10,AFS,SAMNI
38754131,J01050,,100,10,AFS,SAMNI
38754198,N02093,,100,10,AFS,SAMNI
38776514,O02024,1396,100,10,AFS,SAMNI
38789723,B01023,1506,100,10,AFS,SAMNI
38790168,F01010,1396,100,10,AFS,SAMNI
38792156,O01044,1396,100,10,AFS,SAMNI
38793899,N02117,,100,10,AFS,SAMNI
38850228,N01001,1396,100,10,AFS,SAMNI
38853586,N02114,,100,10,AFS,SAMNI
38854063,M01022,1396,100,10,AFS,SAMNI
38854188,O01046,1396,100,10,AFS,SAMNI
38856399,M02007,1396,100,10,AFS,SAMNI
38858411,N01016,1396,100,10,AFS,SAMNI
38858494,N02002,1396,100,10,AFS,SAMNI
38858577,N01047,1396,100,10,AFS,SAMNI
38859971,I01042,,100,10,AFS,SAMNI
38860185,I01062,,100,10,AFS,SAMNI
38878401,J01092,,100,10,AFS,SAMNI
38878401,F01060,,100,10,AFS,SAMNI
38878419,D01048,,100,10,AFS,SAMNI
38878419,G01045,,100,10,AFS,SAMNI
38878427,D01055,,100,10,AFS,SAMNI
38878435,E01065,,100,10,AFS,SAMNI
38878443,F01074,,100,10,AFS,SAMNI
38899514,N02104,,100,10,AFS,SAMNI
38910683,M03066,,100,10,AFS,SAMNI
38935607,J01037,1396,100,10,AFS,SAMNI
38935607,F01022,1506,100,10,AFS,SAMNI
38936084,E01049,1506,100,10,AFS,SAMNI
38936084,J01012,1396,100,10,AFS,SAMNI
38940565,O02111,1506,100,10,AFS,SAMNI
38940565,O01045,1396,100,10,AFS,SAMNI
38945382,N03120,,100,10,AFS,SAMNI
38964870,F01063,,100,10,AFS,SAMNI
38977302,N03078,,100,10,AFS,SAMNI
38977765,M01024,1396,100,10,AFS,SAMNI
38977906,O01005,1396,100,10,AFS,SAMNI
39051073,F01050,,100,10,AFS,SAMNI
39051081,G01050,,100,10,AFS,SAMNI
39058094,O01055,1396,100,10,AFS,SAMNI
39071212,C01020,1506,100,10,AFS,SAMNI
39071212,J01039,1396,100,10,AFS,SAMNI
39114046,M02015,1396,100,10,AFS,SAMNI
39114103,N02034,1396,100,10,AFS,SAMNI
39114111,N01031,1396,100,10,AFS,SAMNI
39131610,F01053,,100,10,AFS,SAMNI
39159405,N01022,1396,100,10,AFS,SAMNI
39161278,O01048,1396,100,10,AFS,SAMNI
39175500,N02103,,100,10,AFS,SAMNI
39175500,P03086,1506,100,10,AFS,SAMNI
39175534,O02074,,100,10,AFS,SAMNI
39175583,M02052,,100,10,AFS,SAMNI
39175708,N02113,,100,10,AFS,SAMNI
39175740,O02079,,100,10,AFS,SAMNI
39189816,O03070,,100,10,AFS,SAMNI
39189931,M03091,,100,10,AFS,SAMNI
39189964,N03073,,100,10,AFS,SAMNI
39189964,H01034,1506,100,10,AFS,SAMNI
39190061,N02096,,100,10,AFS,SAMNI
39190079,N03065,,100,10,AFS,SAMNI
39190111,K01064,,100,10,AFS,SAMNI
39209218,J01080,,100,10,AFS,SAMNI
39219647,M01004,1396,100,10,AFS,SAMNI
39228150,O03085,,100,10,AFS,SAMNI
39229984,P02069,1506,100,10,AFS,SAMNI
39233333,P02068,1506,100,10,AFS,SAMNI
39233333,M01015,1396,100,10,AFS,SAMNI
39233341,O02108,1506,100,10,AFS,SAMNI
39233341,N01044,1396,100,10,AFS,SAMNI
39233770,N02049,1396,100,10,AFS,SAMNI
39233770,O03107,1506,100,10,AFS,SAMNI
39233796,P02052,1506,100,10,AFS,SAMNI
39233796,O02018,1396,100,10,AFS,SAMNI
39241732,M01035,1396,100,10,AFS,SAMNI
39241732,E01034,1506,100,10,AFS,SAMNI
39246301,L01023,1396,100,10,AFS,SAMNI
39250394,E01062,,100,10,AFS,SAMNI
39260179,F01061,,100,10,AFS,SAMNI
39269121,E01014,1396,100,10,AFS,SAMNI
39275037,M01042,1396,100,10,AFS,SAMNI
39281076,O03061,,100,10,AFS,SAMNI
39292826,D01014,1396,100,10,AFS,SAMNI
39297395,K01067,,100,10,AFS,SAMNI
39297403,L01067,,100,10,AFS,SAMNI
39306790,I01045,,100,10,AFS,SAMNI
39315106,O02017,1396,100,10,AFS,SAMNI
39316443,M02006,1396,100,10,AFS,SAMNI
39316443,F01018,1506,100,10,AFS,SAMNI
39332093,O01020,1396,100,10,AFS,SAMNI
39336284,D01016,1396,100,10,AFS,SAMNI
39347034,D01051,,100,10,AFS,SAMNI
39347125,H01046,,100,10,AFS,SAMNI
39347141,F01073,,100,10,AFS,SAMNI
39347257,D01044,,100,10,AFS,SAMNI
39347372,F01064,,100,10,AFS,SAMNI
39347430,E01066,,100,10,AFS,SAMNI
39347448,G01052,,100,10,AFS,SAMNI
39360672,E01017,1396,100,10,AFS,SAMNI
39360714,E01011,1396,100,10,AFS,SAMNI
39361316,N01050,1396,100,10,AFS,SAMNI
39366158,H01074,,100,10,AFS,SAMNI
39373691,N01006,1396,100,10,AFS,SAMNI
39373709,N01004,1396,100,10,AFS,SAMNI
39373717,N01005,1396,100,10,AFS,SAMNI
39379409,H01003,1396,100,10,AFS,SAMNI
39379417,L01037,1396,100,10,AFS,SAMNI
39379425,L01019,1396,100,10,AFS,SAMNI
39379425,E01040,1506,100,10,AFS,SAMNI
39379433,N02019,1396,100,10,AFS,SAMNI
39379441,O01008,1396,100,10,AFS,SAMNI
39379441,P02057,1506,100,10,AFS,SAMNI
39379458,O01103,1506,100,10,AFS,SAMNI
39379458,N01026,1396,100,10,AFS,SAMNI
39380449,O02083,,100,10,AFS,SAMNI
39380456,M03059,,100,10,AFS,SAMNI
39380464,N01103,,100,10,AFS,SAMNI
39385034,M02082,,100,10,AFS,SAMNI
39387337,H01020,1396,100,10,AFS,SAMNI
39391651,H01036,1506,100,10,AFS,SAMNI
39391651,L01076,,100,10,AFS,SAMNI
39400361,M03052,,100,10,AFS,SAMNI
39401823,M02010,1396,100,10,AFS,SAMNI
39401823,P03054,1506,100,10,AFS,SAMNI
39421946,P02066,1506,100,10,AFS,SAMNI
39421946,N01048,1396,100,10,AFS,SAMNI
39432745,F01051,,100,10,AFS,SAMNI
39470802,M01003,1396,100,10,AFS,SAMNI
39490933,P03085,1506,100,10,AFS,SAMNI
39491824,O01067,,100,10,AFS,SAMNI
39491824,H01031,1506,100,10,AFS,SAMNI
39495437,K01055,,100,10,AFS,SAMNI
39505227,O02065,,100,10,AFS,SAMNI
39505243,M03089,,100,10,AFS,SAMNI
39518154,O01014,1396,100,10,AFS,SAMNI
39523212,M03088,,100,10,AFS,SAMNI
39523212,M01053,,100,10,AFS,SAMNI
39523287,G01070,,100,10,AFS,SAMNI
39523386,G01059,,100,10,AFS,SAMNI
39525654,N02056,1396,100,10,AFS,SAMNI
39538152,O01003,1396,100,10,AFS,SAMNI
39538152,E01052,1506,100,10,AFS,SAMNI
39643424,H01055,,100,10,AFS,SAMNI
39643432,H01070,,100,10,AFS,SAMNI
39643440,H01050,,100,10,AFS,SAMNI
39646690,N02003,1396,100,10,AFS,SAMNI
39648183,N02065,,100,10,AFS,SAMNI
39648217,L01073,,100,10,AFS,SAMNI
39650551,N03072,,100,10,AFS,SAMNI
39653829,N03114,,100,10,AFS,SAMNI
39653845,M03081,,100,10,AFS,SAMNI
39653852,N03091,,100,10,AFS,SAMNI
39670278,I01032,,100,10,AFS,SAMNI
39670419,M01096,,100,10,AFS,SAMNI
39670435,L01056,,100,10,AFS,SAMNI
39715453,O01031,1396,100,10,AFS,SAMNI
39715586,O01032,1396,100,10,AFS,SAMNI
39715651,O01033,1396,100,10,AFS,SAMNI
39717251,N01029,1396,100,10,AFS,SAMNI
39717277,N02043,1396,100,10,AFS,SAMNI
39717285,N02008,1396,100,10,AFS,SAMNI
39721725,B01004,1396,100,10,AFS,SAMNI
39722574,M02022,1396,100,10,AFS,SAMNI
39727169,H01012,1396,100,10,AFS,SAMNI
39746052,O03116,1506,100,10,AFS,SAMNI
39772975,M01080,,100,10,AFS,SAMNI
39773049,M03070,,100,10,AFS,SAMNI
39773049,M02060,,100,10,AFS,SAMNI
39773056,M03069,,100,10,AFS,SAMNI
39774195,P01072,1506,100,10,AFS,SAMNI
39774211,O03119,1506,100,10,AFS,SAMNI
39788138,N01076,,100,10,AFS,SAMNI
39819230,J01078,,100,10,AFS,SAMNI
39819370,H01011,1396,100,10,AFS,SAMNI
39819412,N02010,1396,100,10,AFS,SAMNI
39828504,P03052,1506,100,10,AFS,SAMNI
39845730,N02047,1396,100,10,AFS,SAMNI
39848999,O03120,1506,100,10,AFS,SAMNI
39851498,G01007,1396,100,10,AFS,SAMNI
39867619,M02056,,100,10,AFS,SAMNI
39897673,I01048,,100,10,AFS,SAMNI
39897681,J01074,,100,10,AFS,SAMNI
39915849,P01089,1506,100,10,AFS,SAMNI
39915849,M03094,,100,10,AFS,SAMNI
39915851,O02090,,100,10,AFS,SAMNI
39917695,N01046,1396,100,10,AFS,SAMNI
39919402,M01038,1396,100,10,AFS,SAMNI
39923891,J01011,1396,100,10,AFS,SAMNI
39923891,C01025,1506,100,10,AFS,SAMNI
39927850,N02004,1396,100,10,AFS,SAMNI
39929000,F01040,1506,100,10,AFS,SAMNI
39929000,J01007,1396,100,10,AFS,SAMNI
39929237,J01030,1396,100,10,AFS,SAMNI
39929237,E01039,1506,100,10,AFS,SAMNI
