prtnum,stoloc,ship_to_loc,maxunt,minunt,invsts,mod_usr_id
39929833,N01119,,100,10,AFS,SAMNI
39929834,M02089,,100,10,AFS,SAMNI
39967047,M02073,,100,10,AFS,SAMNI
39968789,N02018,1396,100,10,AFS,SAMNI
39970272,O01056,1396,100,10,AFS,SAMNI
39970553,G01075,,100,10,AFS,SAMNI
39974605,A01006,1396,100,10,AFS,SAMNI
39975800,G01072,,100,10,AFS,SAMNI
39982343,L01034,1396,100,10,AFS,SAMNI
39983367,N02119,,100,10,AFS,SAMNI
39983368,O02073,,100,10,AFS,SAMNI
39983371,N01110,,100,10,AFS,SAMNI
39983373,O02076,,100,10,AFS,SAMNI
39983375,M03058,,100,10,AFS,SAMNI
39983543,M03098,,100,10,AFS,SAMNI
39983614,G01060,,100,10,AFS,SAMNI
39987169,O02092,,100,10,AFS,SAMNI
39987730,L01062,,100,10,AFS,SAMNI
39988449,M02016,1396,100,10,AFS,SAMNI
39991672,L01027,1396,100,10,AFS,SAMNI
39991672,O01115,1506,100,10,AFS,SAMNI
39991673,N02025,1396,100,10,AFS,SAMNI
39991674,M01049,1396,100,10,AFS,SAMNI
39991674,P01076,1506,100,10,AFS,SAMNI
39991856,E01044,1506,100,10,AFS,SAMNI
39991856,L01001,1396,100,10,AFS,SAMNI
39992060,M02033,1396,100,10,AFS,SAMNI
39994751,E01032,1506,100,10,AFS,SAMNI
39994769,P02074,1506,100,10,AFS,SAMNI
39994769,M02038,1396,100,10,AFS,SAMNI
39994777,N02031,1396,100,10,AFS,SAMNI
39994777,P02075,1506,100,10,AFS,SAMNI
39994785,O01051,1396,100,10,AFS,SAMNI
39997689,M02025,1396,100,10,AFS,SAMNI
40005225,G01018,1396,100,10,AFS,SAMNI
40005258,K01039,1396,100,10,AFS,SAMNI
40005258,F01044,1506,100,10,AFS,SAMNI
40005357,P02073,1506,100,10,AFS,SAMNI
40005357,N02052,1396,100,10,AFS,SAMNI
40005746,L01015,1396,100,10,AFS,SAMNI
40005795,L01022,1396,100,10,AFS,SAMNI
40005803,M02004,1396,100,10,AFS,SAMNI
40010720,O01061,,100,10,AFS,SAMNI
40010787,M02077,,100,10,AFS,SAMNI
40010787,H01038,1506,100,10,AFS,SAMNI
40010803,J01051,,100,10,AFS,SAMNI
40011397,N01112,,100,10,AFS,SAMNI
40015042,F01009,1396,100,10,AFS,SAMNI
40016313,H01063,,100,10,AFS,SAMNI
40016339,F01072,,100,10,AFS,SAMNI
40016370,H01056,,100,10,AFS,SAMNI
40017661,O01101,,100,10,AFS,SAMNI
40031957,E01006,1396,100,10,AFS,SAMNI
40031957,D01022,1506,100,10,AFS,SAMNI
40032450,M02087,,100,10,AFS,SAMNI
40032492,N01065,,100,10,AFS,SAMNI
40039778,M02012,1396,100,10,AFS,SAMNI
40042590,N02081,,100,10,AFS,SAMNI
40042624,O03062,,100,10,AFS,SAMNI
40046567,F01021,1506,100,10,AFS,SAMNI
40046567,M01009,1396,100,10,AFS,SAMNI
40046575,N01013,1396,100,10,AFS,SAMNI
40047193,N02089,,100,10,AFS,SAMNI
40047219,M02098,,100,10,AFS,SAMNI
40047227,N03097,,100,10,AFS,SAMNI
40047250,N03098,,100,10,AFS,SAMNI
40123408,F01069,,100,10,AFS,SAMNI
40123523,E01075,,100,10,AFS,SAMNI
40123549,I01072,,100,10,AFS,SAMNI
40123556,H01061,,100,10,AFS,SAMNI
40126112,O03114,1506,100,10,AFS,SAMNI
40136780,M02018,1396,100,10,AFS,SAMNI
40136855,N01038,1396,100,10,AFS,SAMNI
40136889,B01026,1506,100,10,AFS,SAMNI
40136889,D01003,1396,100,10,AFS,SAMNI
40136905,N02038,1396,100,10,AFS,SAMNI
40136921,J01026,1396,100,10,AFS,SAMNI
40140352,N03118,,100,10,AFS,SAMNI
40140352,N01084,,100,10,AFS,SAMNI
40140873,L01061,,100,10,AFS,SAMNI
40141319,N03104,,100,10,AFS,SAMNI
40144363,O01054,1396,100,10,AFS,SAMNI
40144364,O01055,1396,100,10,AFS,SAMNI
40144368,O01058,1396,100,10,AFS,SAMNI
40144370,O01057,1396,100,10,AFS,SAMNI
40147050,N01041,1396,100,10,AFS,SAMNI
40148629,E01074,,100,10,AFS,SAMNI
40154692,N01091,,100,10,AFS,SAMNI
40160434,M02045,1396,100,10,AFS,SAMNI
40160442,M01010,1396,100,10,AFS,SAMNI
40160459,L01003,1396,100,10,AFS,SAMNI
40161002,H01042,,100,10,AFS,SAMNI
40169260,K01019,1396,100,10,AFS,SAMNI
40169575,B01010,1396,100,10,AFS,SAMNI
40188344,F01058,,100,10,AFS,SAMNI
40203283,L01064,,100,10,AFS,SAMNI
40206005,M02084,,100,10,AFS,SAMNI
40206013,M03080,,100,10,AFS,SAMNI
40207300,I01056,,100,10,AFS,SAMNI
40210973,H01076,,100,10,AFS,SAMNI
40235285,N02030,1396,100,10,AFS,SAMNI
40236598,J01083,,100,10,AFS,SAMNI
40245185,N03099,,100,10,AFS,SAMNI
40245193,N02106,,100,10,AFS,SAMNI
40246290,N02118,,100,10,AFS,SAMNI
40246308,O01089,,100,10,AFS,SAMNI
40246316,M02097,,100,10,AFS,SAMNI
40248452,O03081,,100,10,AFS,SAMNI
40248460,N01105,,100,10,AFS,SAMNI
40248502,O01071,,100,10,AFS,SAMNI
40259442,M03084,,100,10,AFS,SAMNI
40291544,C01021,1506,100,10,AFS,SAMNI
40291544,L01035,1396,100,10,AFS,SAMNI
40294985,J01006,1396,100,10,AFS,SAMNI
40294985,F01037,1506,100,10,AFS,SAMNI
40323719,M02096,,100,10,AFS,SAMNI
40323727,N02068,,100,10,AFS,SAMNI
40323735,N02087,,100,10,AFS,SAMNI
40323743,O01074,,100,10,AFS,SAMNI
40323750,N01066,,100,10,AFS,SAMNI
40338691,P02061,1506,100,10,AFS,SAMNI
40338691,N02051,1396,100,10,AFS,SAMNI
40338725,M02043,1396,100,10,AFS,SAMNI
40338725,O02120,1506,100,10,AFS,SAMNI
40343113,G01035,1506,100,10,AFS,SAMNI
40343113,M03072,,100,10,AFS,SAMNI
40343121,M03074,,100,10,AFS,SAMNI
40343139,M03073,,100,10,AFS,SAMNI
40343147,M03071,,100,10,AFS,SAMNI
40345084,O03069,,100,10,AFS,SAMNI
40345118,A01013,1396,100,10,AFS,SAMNI
40349029,H01035,1506,100,10,AFS,SAMNI
40349029,N01083,,100,10,AFS,SAMNI
40355521,N03090,,100,10,AFS,SAMNI
40361305,E01008,1396,100,10,AFS,SAMNI
40371551,G01057,,100,10,AFS,SAMNI
40371601,E01068,,100,10,AFS,SAMNI
40384406,D01017,1396,100,10,AFS,SAMNI
40384406,O01109,1506,100,10,AFS,SAMNI
40385486,I01022,,100,10,AFS,SAMNI
40413734,H01069,,100,10,AFS,SAMNI
40414419,K01007,1396,100,10,AFS,SAMNI
40417248,N02044,1396,100,10,AFS,SAMNI
40428047,O01049,1396,100,10,AFS,SAMNI
40428054,O01050,1396,100,10,AFS,SAMNI
40428245,L01011,1396,100,10,AFS,SAMNI
40428252,N02050,1396,100,10,AFS,SAMNI
40428286,N02042,1396,100,10,AFS,SAMNI
40428344,L01013,1396,100,10,AFS,SAMNI
40428344,P01075,1506,100,10,AFS,SAMNI
40434276,G01022,1506,100,10,AFS,SAMNI
40439986,O02030,1396,100,10,AFS,SAMNI
40439986,D01028,1506,100,10,AFS,SAMNI
40442022,M02029,1396,100,10,AFS,SAMNI
40442030,N01040,1396,100,10,AFS,SAMNI
40442048,N02055,1396,100,10,AFS,SAMNI
40442055,N02012,1396,100,10,AFS,SAMNI
40442063,N01039,1396,100,10,AFS,SAMNI
40442071,M02034,1396,100,10,AFS,SAMNI
40452278,M01092,,100,10,AFS,SAMNI
40452286,O01081,,100,10,AFS,SAMNI
40452450,L01026,1396,100,10,AFS,SAMNI
40452468,I01012,1396,100,10,AFS,SAMNI
40452476,I01001,1396,100,10,AFS,SAMNI
40452476,C01026,1506,100,10,AFS,SAMNI
40453219,N02102,,100,10,AFS,SAMNI
40461568,F01013,1396,100,10,AFS,SAMNI
40462145,P01071,1506,100,10,AFS,SAMNI
40472870,P02070,1506,100,10,AFS,SAMNI
40472870,N02015,1396,100,10,AFS,SAMNI
40474231,O02038,1396,100,10,AFS,SAMNI
40474231,O03106,1506,100,10,AFS,SAMNI
40474231,P03057,1506,100,10,AFS,SAMNI
40474280,O02037,1396,100,10,AFS,SAMNI
40474579,B01034,1506,100,10,AFS,SAMNI
40475881,I01066,,100,10,AFS,SAMNI
40475972,H01060,,100,10,AFS,SAMNI
40483232,G01010,1396,100,10,AFS,SAMNI
40490740,O01029,1396,100,10,AFS,SAMNI
40490757,O01028,1396,100,10,AFS,SAMNI
40490765,O01027,1396,100,10,AFS,SAMNI
40490773,O01030,1396,100,10,AFS,SAMNI
40490799,M02049,1396,100,10,AFS,SAMNI
40490807,N01052,1396,100,10,AFS,SAMNI
40492332,O02016,1396,100,10,AFS,SAMNI
40492357,O02015,1396,100,10,AFS,SAMNI
40499980,J01009,1396,100,10,AFS,SAMNI
40499980,A01033,1506,100,10,AFS,SAMNI
40502106,J01079,,100,10,AFS,SAMNI
40512725,O02026,1396,100,10,AFS,SAMNI
40516429,I01010,1396,100,10,AFS,SAMNI
40516791,M03063,,100,10,AFS,SAMNI
40516825,O01065,,100,10,AFS,SAMNI
40516841,M01078,,100,10,AFS,SAMNI
40516841,H01025,1506,100,10,AFS,SAMNI
40517583,K01066,,100,10,AFS,SAMNI
40519720,N02007,1396,100,10,AFS,SAMNI
40519852,N02022,1396,100,10,AFS,SAMNI
40527186,M03099,,100,10,AFS,SAMNI
40527541,N03066,,100,10,AFS,SAMNI
40527558,O02097,,100,10,AFS,SAMNI
40527814,N02028,1396,100,10,AFS,SAMNI
40527814,P01064,1506,100,10,AFS,SAMNI
40528705,N01018,1396,100,10,AFS,SAMNI
40528846,N02037,1396,100,10,AFS,SAMNI
40531378,I01040,,100,10,AFS,SAMNI
40534471,F01047,1506,100,10,AFS,SAMNI
40538100,M02051,1396,100,10,AFS,SAMNI
40547366,F01070,,100,10,AFS,SAMNI
40547416,G01040,,100,10,AFS,SAMNI
40549636,E01071,,100,10,AFS,SAMNI
40549966,E01069,,100,10,AFS,SAMNI
40570731,M02040,1396,100,10,AFS,SAMNI
40594194,A01004,1396,100,10,AFS,SAMNI
40594202,B01012,1396,100,10,AFS,SAMNI
40594277,B01011,1396,100,10,AFS,SAMNI
40596520,H01047,,100,10,AFS,SAMNI
40661811,M02095,,100,10,AFS,SAMNI
40662769,O02075,,100,10,AFS,SAMNI
40662868,M03067,,100,10,AFS,SAMNI
40663775,O02087,,100,10,AFS,SAMNI
40663932,O02099,,100,10,AFS,SAMNI
40663940,N02101,,100,10,AFS,SAMNI
40666828,F01056,,100,10,AFS,SAMNI
40684664,J01071,,100,10,AFS,SAMNI
40686875,N01011,1396,100,10,AFS,SAMNI
40687444,K01011,1396,100,10,AFS,SAMNI
40736282,N02061,,100,10,AFS,SAMNI
40736290,M02071,,100,10,AFS,SAMNI
40737165,N02035,1396,100,10,AFS,SAMNI
40759284,O01047,1396,100,10,AFS,SAMNI
40793002,M01011,1396,100,10,AFS,SAMNI
40829590,E01036,1506,100,10,AFS,SAMNI
40829590,M02011,1396,100,10,AFS,SAMNI
40849077,M02013,1396,100,10,AFS,SAMNI
40852253,M01021,1396,100,10,AFS,SAMNI
41146507,O02077,,100,10,AFS,SAMNI
41152281,G01054,,100,10,AFS,SAMNI
41172412,D01052,,100,10,AFS,SAMNI
41182270,K01074,,100,10,AFS,SAMNI
41192667,N03069,,100,10,AFS,SAMNI
41192725,O01072,,100,10,AFS,SAMNI
41192733,O01063,,100,10,AFS,SAMNI
41192758,O02096,,100,10,AFS,SAMNI
41227257,I01064,,100,10,AFS,SAMNI
41233818,D01056,,100,10,AFS,SAMNI
41233826,D01045,,100,10,AFS,SAMNI
41238858,G01055,,100,10,AFS,SAMNI
41239641,M01018,1396,100,10,AFS,SAMNI
41241795,I01011,1396,100,10,AFS,SAMNI
41255332,O02014,1396,100,10,AFS,SAMNI
41260928,N01037,1396,100,10,AFS,SAMNI
41260928,F01046,1506,100,10,AFS,SAMNI
41261520,O01015,1396,100,10,AFS,SAMNI
41267188,N01114,,100,10,AFS,SAMNI
41274184,B01001,1396,100,10,AFS,SAMNI
41274192,N02060,1396,100,10,AFS,SAMNI
41274218,M02019,1396,100,10,AFS,SAMNI
41274226,K01038,1396,100,10,AFS,SAMNI
41275371,O01002,1396,100,10,AFS,SAMNI
41275462,O01057,1396,100,10,AFS,SAMNI
41288952,J01068,,100,10,AFS,SAMNI
41302209,J01014,1396,100,10,AFS,SAMNI
41302431,I01077,,100,10,AFS,SAMNI
41306424,M01034,1396,100,10,AFS,SAMNI
41306424,P03053,1506,100,10,AFS,SAMNI
41306481,M01030,1396,100,10,AFS,SAMNI
41314360,H01008,1396,100,10,AFS,SAMNI
41314360,D01024,1506,100,10,AFS,SAMNI
41333220,O01019,1396,100,10,AFS,SAMNI
41354002,I01035,,100,10,AFS,SAMNI
41361072,H01053,,100,10,AFS,SAMNI
41373648,O03118,1506,100,10,AFS,SAMNI
41381823,O02061,,100,10,AFS,SAMNI
41381831,N02099,,100,10,AFS,SAMNI
41381831,P02088,1506,100,10,AFS,SAMNI
41381849,P02091,1506,100,10,AFS,SAMNI
41381849,N02110,,100,10,AFS,SAMNI
41407008,C01015,1396,100,10,AFS,SAMNI
41407008,B01024,1506,100,10,AFS,SAMNI
41407032,C01036,1506,100,10,AFS,SAMNI
41407032,C01001,1396,100,10,AFS,SAMNI
41407313,M01046,1396,100,10,AFS,SAMNI
41407438,N02040,1396,100,10,AFS,SAMNI
41420191,M01073,,100,10,AFS,SAMNI
41431396,O01037,1396,100,10,AFS,SAMNI
41440207,O01006,1396,100,10,AFS,SAMNI
41455866,M01076,,100,10,AFS,SAMNI
41460023,I01052,,100,10,AFS,SAMNI
41461732,H01068,,100,10,AFS,SAMNI
41461773,I01076,,100,10,AFS,SAMNI
41462185,I01069,,100,10,AFS,SAMNI
41472465,N01009,1396,100,10,AFS,SAMNI
41477480,A01003,1396,100,10,AFS,SAMNI
41478173,B01032,1506,100,10,AFS,SAMNI
41478173,C01011,1396,100,10,AFS,SAMNI
41486549,E01004,1396,100,10,AFS,SAMNI
41495888,D01040,,100,10,AFS,SAMNI
41509167,N01120,,100,10,AFS,SAMNI
41509175,N01107,,100,10,AFS,SAMNI
41509175,P02097,1506,100,10,AFS,SAMNI
41509191,N02092,,100,10,AFS,SAMNI
41509266,M02068,,100,10,AFS,SAMNI
41509456,O03068,,100,10,AFS,SAMNI
41510405,M01037,1396,100,10,AFS,SAMNI
41510512,P02090,1506,100,10,AFS,SAMNI
41510512,M01097,,100,10,AFS,SAMNI
41510553,K01059,,100,10,AFS,SAMNI
41518515,M02090,,100,10,AFS,SAMNI
41518523,N02078,,100,10,AFS,SAMNI
41523911,M02031,1396,100,10,AFS,SAMNI
41523911,P01074,1506,100,10,AFS,SAMNI
41524091,O01106,1506,100,10,AFS,SAMNI
41524091,J01010,1396,100,10,AFS,SAMNI
41524109,J01027,1396,100,10,AFS,SAMNI
41524109,P01057,1506,100,10,AFS,SAMNI
41526302,E01051,1506,100,10,AFS,SAMNI
41526302,M01031,1396,100,10,AFS,SAMNI
41526427,P01052,1506,100,10,AFS,SAMNI
41526427,K01009,1396,100,10,AFS,SAMNI
41534959,O02025,1396,100,10,AFS,SAMNI
41537580,B01009,1396,100,10,AFS,SAMNI
41544040,M02001,1396,100,10,AFS,SAMNI
41547258,M01039,1396,100,10,AFS,SAMNI
41550070,L01042,,100,10,AFS,SAMNI
41555327,M01095,,100,10,AFS,SAMNI
41555442,M02075,,100,10,AFS,SAMNI
41555996,G01047,,100,10,AFS,SAMNI
41556093,N01030,1396,100,10,AFS,SAMNI
41569575,G01074,,100,10,AFS,SAMNI
41571845,D01025,1506,100,10,AFS,SAMNI
41578881,E01064,,100,10,AFS,SAMNI
41578923,H01077,,100,10,AFS,SAMNI
41587940,O01082,,100,10,AFS,SAMNI
41587957,M03056,,100,10,AFS,SAMNI
41587973,M02078,,100,10,AFS,SAMNI
41588005,M03097,,100,10,AFS,SAMNI
41588021,N03061,,100,10,AFS,SAMNI
41589623,N02073,,100,10,AFS,SAMNI
41591280,N01008,1396,100,10,AFS,SAMNI
41591439,L01010,1396,100,10,AFS,SAMNI
41598368,E01053,1506,100,10,AFS,SAMNI
41598368,M02035,1396,100,10,AFS,SAMNI
41598798,E01037,1506,100,10,AFS,SAMNI
41598798,H01018,1396,100,10,AFS,SAMNI
41603176,F01057,,100,10,AFS,SAMNI
41603184,E01076,,100,10,AFS,SAMNI
41667239,M03087,,100,10,AFS,SAMNI
41667247,M03093,,100,10,AFS,SAMNI
41691122,M01051,1396,100,10,AFS,SAMNI
41691239,O02036,1396,100,10,AFS,SAMNI
41691379,H01045,,100,10,AFS,SAMNI
41736596,F01028,1506,100,10,AFS,SAMNI
41741182,B01030,1506,100,10,AFS,SAMNI
41741182,F01005,1396,100,10,AFS,SAMNI
41763798,N02053,1396,100,10,AFS,SAMNI
41763848,N01034,1396,100,10,AFS,SAMNI
41803883,E01019,1396,100,10,AFS,SAMNI
41803883,B01039,1506,100,10,AFS,SAMNI
41891524,B01007,1396,100,10,AFS,SAMNI
41891532,B01005,1396,100,10,AFS,SAMNI
41891763,B01008,1396,100,10,AFS,SAMNI
41906884,E01003,1396,100,10,AFS,SAMNI
41909276,F01049,,100,10,AFS,SAMNI
41909904,M01059,,100,10,AFS,SAMNI
41910225,J01066,,100,10,AFS,SAMNI
41915588,L01060,,100,10,AFS,SAMNI
41915604,N01074,,100,10,AFS,SAMNI
41915612,N01071,,100,10,AFS,SAMNI
41916289,L01002,1396,100,10,AFS,SAMNI
41926072,J01022,1396,100,10,AFS,SAMNI
41952300,M03096,,100,10,AFS,SAMNI
41952375,K01049,,100,10,AFS,SAMNI
41952383,K01050,,100,10,AFS,SAMNI
41979782,P03056,1506,100,10,AFS,SAMNI
41979881,P02060,1506,100,10,AFS,SAMNI
41979881,O01036,1396,100,10,AFS,SAMNI
41985193,N02057,1396,100,10,AFS,SAMNI
41993163,O03115,1506,100,10,AFS,SAMNI
41993171,O03117,1506,100,10,AFS,SAMNI
42013110,N01072,,100,10,AFS,SAMNI
42013136,K01063,,100,10,AFS,SAMNI
42013151,M01066,,100,10,AFS,SAMNI
42013169,O02064,,100,10,AFS,SAMNI
42013177,N02072,,100,10,AFS,SAMNI
42013185,M03095,,100,10,AFS,SAMNI
42013193,L01059,,100,10,AFS,SAMNI
42029348,B01006,1396,100,10,AFS,SAMNI
42045666,I01009,1396,100,10,AFS,SAMNI
42046177,M02020,1396,100,10,AFS,SAMNI
42048413,D01047,,100,10,AFS,SAMNI
42048462,N01002,1396,100,10,AFS,SAMNI
42048520,F01068,,100,10,AFS,SAMNI
42048611,D01041,,100,10,AFS,SAMNI
42048678,G01064,,100,10,AFS,SAMNI
42048686,E01072,,100,10,AFS,SAMNI
42048728,E01063,,100,10,AFS,SAMNI
42048801,D01042,,100,10,AFS,SAMNI
42048819,D01053,,100,10,AFS,SAMNI
42048884,D01049,,100,10,AFS,SAMNI
42049163,D01046,,100,10,AFS,SAMNI
42052183,H01062,,100,10,AFS,SAMNI
42057273,N01057,1396,100,10,AFS,SAMNI
42060210,D01054,,100,10,AFS,SAMNI
42068429,I01074,,100,10,AFS,SAMNI
42070607,L01030,1396,100,10,AFS,SAMNI
42070607,A01027,1506,100,10,AFS,SAMNI
42071639,A01026,1506,100,10,AFS,SAMNI
42071639,L01006,1396,100,10,AFS,SAMNI
42071647,L01005,1396,100,10,AFS,SAMNI
42071647,A01025,1506,100,10,AFS,SAMNI
42075424,M01054,,100,10,AFS,SAMNI
42075432,M02064,,100,10,AFS,SAMNI
42075440,M02062,,100,10,AFS,SAMNI
42075481,N01078,,100,10,AFS,SAMNI
42075499,N01079,,100,10,AFS,SAMNI
42075507,M02065,,100,10,AFS,SAMNI
42080531,O01095,,100,10,AFS,SAMNI
42081034,O01077,,100,10,AFS,SAMNI
42081059,N01075,,100,10,AFS,SAMNI
42084640,L01058,,100,10,AFS,SAMNI
42084657,N02088,,100,10,AFS,SAMNI
42085415,O02117,1506,100,10,AFS,SAMNI
42085415,M02027,1396,100,10,AFS,SAMNI
42085506,O02118,1506,100,10,AFS,SAMNI
42085506,M01020,1396,100,10,AFS,SAMNI
42090860,L01018,1396,100,10,AFS,SAMNI
42090860,O02119,1506,100,10,AFS,SAMNI
42093146,L01040,1396,100,10,AFS,SAMNI
42108647,J01024,1396,100,10,AFS,SAMNI
42109066,F01015,1396,100,10,AFS,SAMNI
42109066,P02076,1506,100,10,AFS,SAMNI
4211391,O01043,1396,100,10,AFS,SAMNI
42124891,I01058,,100,10,AFS,SAMNI
42127183,K01053,,100,10,AFS,SAMNI
42129262,N01058,1396,100,10,AFS,SAMNI
42136606,F01016,1396,100,10,AFS,SAMNI
42157594,H01014,1396,100,10,AFS,SAMNI
42197095,O01085,,100,10,AFS,SAMNI
42200741,J01023,1396,100,10,AFS,SAMNI
42200741,D01037,1506,100,10,AFS,SAMNI
42219378,B01014,1396,100,10,AFS,SAMNI
42219394,B01013,1396,100,10,AFS,SAMNI
42219410,C01016,1396,100,10,AFS,SAMNI
42219436,C01018,1396,100,10,AFS,SAMNI
42219469,C01017,1396,100,10,AFS,SAMNI
42219485,J01060,,100,10,AFS,SAMNI
42229187,J01069,,100,10,AFS,SAMNI
42233197,L01057,,100,10,AFS,SAMNI
42233205,N01073,,100,10,AFS,SAMNI
42233213,M01067,,100,10,AFS,SAMNI
42233221,K01062,,100,10,AFS,SAMNI
42233288,O02023,1396,100,10,AFS,SAMNI
42233304,O02022,1396,100,10,AFS,SAMNI
42233312,O02021,1396,100,10,AFS,SAMNI
42242859,J01082,,100,10,AFS,SAMNI
42243147,L01070,,100,10,AFS,SAMNI
42246884,N01093,,100,10,AFS,SAMNI
42255737,J01055,,100,10,AFS,SAMNI
42268490,D01001,1396,100,10,AFS,SAMNI
42268508,B01015,1396,100,10,AFS,SAMNI
42268516,B01016,1396,100,10,AFS,SAMNI
42268599,B01017,1396,100,10,AFS,SAMNI
42268607,K01031,1396,100,10,AFS,SAMNI
42268615,J01019,1396,100,10,AFS,SAMNI
42268938,J01013,1396,100,10,AFS,SAMNI
42268953,L01017,1396,100,10,AFS,SAMNI
42269852,J01004,1396,100,10,AFS,SAMNI
42269902,J01020,1396,100,10,AFS,SAMNI
42269910,B01019,1396,100,10,AFS,SAMNI
42269951,B01020,1396,100,10,AFS,SAMNI
42269977,B01018,1396,100,10,AFS,SAMNI
42271379,A01001,1396,100,10,AFS,SAMNI
42271387,B01002,1396,100,10,AFS,SAMNI
42271395,B01003,1396,100,10,AFS,SAMNI
42274050,J01018,1396,100,10,AFS,SAMNI
42279901,M01016,1396,100,10,AFS,SAMNI
42279927,M02023,1396,100,10,AFS,SAMNI
42288837,E01010,1396,100,10,AFS,SAMNI
42288837,B01022,1506,100,10,AFS,SAMNI
42290312,O01038,1396,100,10,AFS,SAMNI
42290320,G01020,1506,100,10,AFS,SAMNI
42290338,G01021,1506,100,10,AFS,SAMNI
42314765,E01078,,100,10,AFS,SAMNI
42352757,J01056,,100,10,AFS,SAMNI
42352765,L01041,,100,10,AFS,SAMNI
42352773,J01046,,100,10,AFS,SAMNI
42355057,M01055,,100,10,AFS,SAMNI
42355065,M01056,,100,10,AFS,SAMNI
42355073,N01082,,100,10,AFS,SAMNI
42355081,M01071,,100,10,AFS,SAMNI
42355099,L01063,,100,10,AFS,SAMNI
42373035,O02029,1396,100,10,AFS,SAMNI
42373100,O02032,1396,100,10,AFS,SAMNI
42373118,O02028,1396,100,10,AFS,SAMNI
42373126,O02020,1396,100,10,AFS,SAMNI
42373159,O02027,1396,100,10,AFS,SAMNI
42373167,A01002,1396,100,10,AFS,SAMNI
42380071,G01008,1396,100,10,AFS,SAMNI
42380113,D01005,1396,100,10,AFS,SAMNI
42385732,N02032,1396,100,10,AFS,SAMNI
42386755,M01033,1396,100,10,AFS,SAMNI
42396259,D01007,1396,100,10,AFS,SAMNI
42396986,C01010,1396,100,10,AFS,SAMNI
42402321,N03113,,100,10,AFS,SAMNI
42445676,J01091,,100,10,AFS,SAMNI
42455840,O02031,1396,100,10,AFS,SAMNI
42465963,K01033,1396,100,10,AFS,SAMNI
42466565,I01007,1396,100,10,AFS,SAMNI
42466573,E01016,1396,100,10,AFS,SAMNI
42466581,E01015,1396,100,10,AFS,SAMNI
42529883,G01065,,100,10,AFS,SAMNI
42530006,G01076,,100,10,AFS,SAMNI
42530048,N02029,1396,100,10,AFS,SAMNI
5000092,G01042,,100,10,AFS,SAMNI
5000181,E01067,,100,10,AFS,SAMNI
5000300,D01015,1396,100,10,AFS,SAMNI
5000319,E01001,1396,100,10,AFS,SAMNI
5000319,A01028,1506,100,10,AFS,SAMNI
5026652,E01073,,100,10,AFS,SAMNI
5028884,G01058,,100,10,AFS,SAMNI
5046696,E01023,1506,100,10,AFS,SAMNI
5046696,G01009,1396,100,10,AFS,SAMNI
5060958,I01017,1396,100,10,AFS,SAMNI
5076366,D01012,1396,100,10,AFS,SAMNI
5076366,C01027,1506,100,10,AFS,SAMNI
5088658,K01017,1396,100,10,AFS,SAMNI
5306159,G01011,1396,100,10,AFS,SAMNI
5306159,E01046,1506,100,10,AFS,SAMNI
5307384,D01029,1506,100,10,AFS,SAMNI
5307384,E01009,1396,100,10,AFS,SAMNI
5323746,J01016,1396,100,10,AFS,SAMNI
5323746,E01029,1506,100,10,AFS,SAMNI
5336422,J01034,1396,100,10,AFS,SAMNI
6115101,O02033,1396,100,10,AFS,SAMNI
6139280,C01006,1396,100,10,AFS,SAMNI
6139280,B01027,1506,100,10,AFS,SAMNI
6139574,C01030,1506,100,10,AFS,SAMNI
6139574,D01010,1396,100,10,AFS,SAMNI
6140106,I01006,1396,100,10,AFS,SAMNI
6140106,A01019,1506,100,10,AFS,SAMNI
6148026,C01005,1396,100,10,AFS,SAMNI
73342,N01035,1396,100,10,AFS,SAMNI
73547,O01088,,100,10,AFS,SAMNI
73555,K01069,,100,10,AFS,SAMNI
74187,N01021,1396,100,10,AFS,SAMNI
74187,B01040,1506,100,10,AFS,SAMNI
74233,B01033,1506,100,10,AFS,SAMNI
74233,H01005,1396,100,10,AFS,SAMNI
8017085,J01086,,100,10,AFS,SAMNI
8017093,J01088,,100,10,AFS,SAMNI
8044961,D01018,1396,100,10,AFS,SAMNI
8044961,O02103,1506,100,10,AFS,SAMNI
8181586,M01013,1396,100,10,AFS,SAMNI
8661707,J01090,,100,10,AFS,SAMNI
8661723,I01079,,100,10,AFS,SAMNI
8672954,L01066,,100,10,AFS,SAMNI
8673772,I01021,,100,10,AFS,SAMNI
8673772,H01039,1506,100,10,AFS,SAMNI
8673802,M01084,,100,10,AFS,SAMNI
8683182,A01016,1396,100,10,AFS,SAMNI
8683220,A01014,1396,100,10,AFS,SAMNI
8684464,M01098,,100,10,AFS,SAMNI
8684510,N02116,,100,10,AFS,SAMNI
8684545,M01069,,100,10,AFS,SAMNI
8684545,P03090,1506,100,10,AFS,SAMNI
8687072,E01054,1506,100,10,AFS,SAMNI
8687072,F01002,1396,100,10,AFS,SAMNI
8687110,A01015,1396,100,10,AFS,SAMNI
8988315,K01075,,100,10,AFS,SAMNI
9214640,M02093,,100,10,AFS,SAMNI
9510990,K01045,,100,10,AFS,SAMNI
9602135,I01005,1396,100,10,AFS,SAMNI
9765930,K01072,,100,10,AFS,SAMNI
9774122,K01002,1396,100,10,AFS,SAMNI
