mls_id,locale_id,prod_id,appl_id,frm_id,vartn,srt_seq,cust_lvl,mls_text,grp_nam
err99989,US_ENGLISH,LES,LES,LES,LES,0,10,"Ghost picking detected, please sign off your device now.",rdt_data
