polcod,polvar,polval,srtseq,rtstr1,rtstr2,rtnum1,rtnum2,rtflt1,rtflt2,moddte,mod_usr_id,grp_nam,wh_id_tmpl
USR,CONVERT-CS-TO-IP-FOR-PICK,PICK-ZONE,0,,,0,10042,0,0,,,USR-WOW,----
USR,CONVERT-CS-TO-IP-FOR-PICK,PICK-ZONE,0,,,1,10042,0,0,,,USR-WOW,SLDC
