stoloc,wh_id,arecod,locsts,velzon,wrkzon,aisle_id,trvseq,rescod,lochgt,loclen,locwid,locvrc,maxqvl,curqvl,pndqvl,trfpct,erfpct,useflg,stoflg,pckflg,repflg,asgflg,cipflg,cntseq,numcnt,abccod,cntdte,devcod,lokcod,locacc,voc_chkdgt,lstdte,lstcod,lst_usr_id,slotseq,perm_asgflg,cntzon_id,section,x,y,z,attr1,attr2,attr3,attr4,attr5,basepoint_id,top_left_x,top_left_y,top_right_x,top_right_y,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,border_pad,auto_mov_flg,slot_id,def_maxqvl,ignore_psh_flg,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id,cntbck_ena_flg,prdlin,stgloc,vc_wgtlmt,vc_stggrp_id,vc_instg_id,vc_outstg_id,vc_stoseq,vc_beam_id,vc_beam_pos,vc_curwgt
M2M27A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007855,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M28A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007840,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M29A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007825,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M30A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007810,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M31A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007795,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M32A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007780,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M33A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007765,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M34A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007750,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M35A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007735,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M36A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007720,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M37A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007705,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M38A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007690,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M39A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007675,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M40A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007660,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M41A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007645,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M42A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007630,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M43A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007615,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M44A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007600,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M45A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007585,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M46A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007570,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
M2M47A,ARCSG03,4MEZSTR1,E,A,M2MB,M2MB,1007555,,1000,1000,1000,,16,0,0,,,1,1,1,0,0,0,,0,B,,,,ALL,,5/11/2017 9:54,,SUPER,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,16,0,1,5/11/2017 3:54,5/18/2017 7:54:57 AM,SUPER,SUPER,,,,,,,,,,,0
